# frame t_err(m) r_err(deg) dx dy dz
3398 0.156452 0.722707 0.058567 -0.069219 -0.127498
3399 0.148922 0.693869 0.053200 -0.057669 -0.126577
3400 0.133327 0.595513 0.035472 -0.039288 -0.122370
3401 0.125381 0.645767 0.025058 -0.026012 -0.120066
3402 0.139820 0.830998 0.033262 -0.055801 -0.123812
3403 0.144412 0.818087 0.032607 -0.062339 -0.126116
3404 0.143337 0.782149 0.016559 -0.061277 -0.128516
3405 0.141271 0.793636 0.028708 -0.053617 -0.127510
3406 0.139271 0.784108 0.034329 -0.057736 -0.122001
3407 0.132799 0.716328 0.022373 -0.049154 -0.121322
3408 0.126372 0.691990 0.030704 -0.046879 -0.113267
3409 0.142178 0.582337 0.054770 -0.058793 -0.117296
3410 0.129957 0.638958 0.034692 -0.043871 -0.117306
3411 0.125227 0.733508 0.008570 -0.025473 -0.122309
3412 0.119418 0.697218 0.008790 -0.025717 -0.116284
3413 0.134149 0.719690 0.020829 -0.056723 -0.119769
3414 0.140587 0.801403 0.034805 -0.075168 -0.113592
3415 0.132843 0.783213 0.034946 -0.062149 -0.112087
3416 0.101982 0.631594 -0.002312 -0.031793 -0.096872
3417 0.101654 0.672563 0.016747 -0.035005 -0.093956
3418 0.114942 0.637820 0.030553 -0.042391 -0.102378
3419 0.124334 0.716117 0.031870 -0.059947 -0.104161
3420 0.123270 0.674612 0.032062 -0.058064 -0.103904
3421 0.103508 0.624773 0.014927 -0.032449 -0.097150
3422 0.108913 0.659113 0.030048 -0.041477 -0.096119
3423 0.113805 0.560837 0.043224 -0.049615 -0.092852
3424 0.114301 0.696863 0.046505 -0.054538 -0.089038
3425 0.116778 0.569591 0.038185 -0.039610 -0.103005
3426 0.108315 0.538571 0.024394 -0.027049 -0.102007
3427 0.119374 0.640790 0.041659 -0.034397 -0.106449
3428 0.107613 0.652514 0.033339 -0.028275 -0.098334
3429 0.098758 0.642748 0.042752 -0.027994 -0.084509
3430 0.091344 0.503087 0.039421 -0.026904 -0.077884
3431 0.107284 0.523886 0.043498 -0.038273 -0.090294
3432 0.113774 0.567566 0.045172 -0.051198 -0.091009
3433 0.109422 0.620091 0.041648 -0.043419 -0.091397
3434 0.121276 0.677739 0.063792 -0.054383 -0.087641
3435 0.122864 0.721144 0.065502 -0.049616 -0.091342
3436 0.112749 0.812638 0.046524 -0.048097 -0.090744
3437 0.111903 0.852937 0.013620 -0.043105 -0.102366
3438 0.098622 0.824563 -0.001734 -0.031282 -0.093513
3439 0.088865 0.711238 0.015656 -0.019897 -0.085182
3440 0.096854 0.714711 0.032072 -0.015999 -0.089979
3441 0.102249 0.805184 0.016834 -0.028119 -0.096855
3442 0.091840 1.091651 0.006471 -0.034630 -0.084814
3443 0.095920 0.975774 0.007038 -0.021783 -0.093148
3444 0.096909 0.833219 0.026794 -0.017319 -0.091507
3445 0.098887 0.637434 0.029827 -0.021833 -0.091718
3446 0.098835 0.605125 0.026107 -0.012191 -0.094542
3447 0.095634 0.746322 0.010814 0.002354 -0.094991
3448 0.096465 0.630953 0.009525 -0.002440 -0.095962
3449 0.092992 0.676529 0.014529 -0.014119 -0.090759
3450 0.107054 0.735047 0.033878 -0.034832 -0.095391
3451 0.099994 0.691012 0.019586 -0.022260 -0.095497
3452 0.089070 0.718445 0.020888 0.009724 -0.086038
3453 0.093592 0.598384 0.029501 0.022338 -0.085966
3454 0.096280 0.647887 0.024065 -0.013142 -0.092293
3455 0.092819 0.803078 -0.008943 -0.003530 -0.092319
3456 0.114281 0.879581 -0.028599 0.030598 -0.106330
3457 0.106131 0.768402 0.009334 0.037083 -0.099003
3458 0.084433 0.727724 0.033520 -0.009217 -0.076944
3459 0.098049 0.707023 0.055589 -0.040634 -0.069801
3460 0.100461 0.601322 0.029344 -0.042842 -0.085999
3461 0.097613 0.359446 0.008558 -0.015327 -0.096021
3462 0.097267 0.201211 -0.007040 0.025612 -0.093570
3463 0.108327 0.311521 -0.039997 0.035596 -0.094170
3464 0.098133 0.434190 -0.049869 0.018713 -0.082420
3465 0.106203 0.610399 -0.055532 -0.000139 -0.090528
3466 0.104818 0.792955 -0.027570 -0.017721 -0.099563
3467 0.094461 0.640280 -0.033265 -0.001973 -0.088388
3468 0.112040 0.649694 -0.064125 0.018361 -0.090021
3469 0.092263 0.638343 -0.046916 0.011398 -0.078622
3470 0.115225 0.703175 -0.069583 -0.005072 -0.091702
3471 0.150414 0.918256 -0.117089 -0.020795 -0.092099
3472 0.177313 1.106761 -0.136444 -0.005530 -0.113104
3473 0.174650 1.125205 -0.126566 0.000951 -0.120344
3474 0.158994 1.051659 -0.119374 -0.002494 -0.104989
3475 0.158351 1.134852 -0.121925 -0.011044 -0.100436
3476 0.165186 1.238851 -0.124185 -0.014351 -0.107974
3477 0.165980 1.334891 -0.121235 0.000142 -0.113365
3478 0.160082 1.196792 -0.114361 -0.006454 -0.111831
3479 0.156898 1.192321 -0.111643 -0.018029 -0.108756
3480 0.175384 1.354835 -0.130036 -0.031243 -0.113463
3481 0.171341 1.264290 -0.129720 -0.018446 -0.110410
3482 0.161820 1.231158 -0.122620 -0.022478 -0.103173
3483 0.162357 1.190027 -0.123974 -0.019746 -0.102959
3484 0.160585 1.212781 -0.129529 -0.013047 -0.094018
3485 0.165292 1.212544 -0.130790 -0.020693 -0.098931
3486 0.156574 1.271997 -0.106596 -0.021858 -0.112584
3487 0.158959 1.364333 -0.100749 -0.022017 -0.120966
3488 0.166485 1.363235 -0.114178 -0.033625 -0.116404
3489 0.146679 1.329643 -0.101974 -0.032929 -0.100159
3490 0.144740 1.484344 -0.097438 -0.033678 -0.101593
3491 0.139244 1.525191 -0.089761 -0.028640 -0.102527
3492 0.157383 1.376712 -0.113738 -0.018035 -0.107275
3493 0.147220 1.287097 -0.102349 -0.012544 -0.105077
3494 0.145363 1.263448 -0.092480 -0.016979 -0.110858
3495 0.143264 1.527124 -0.088896 -0.017850 -0.110921
3496 0.143744 1.494908 -0.090408 -0.012348 -0.111069
3497 0.162125 1.509791 -0.115777 0.001756 -0.113478
3498 0.141841 1.535758 -0.090505 -0.012307 -0.108518
3499 0.128743 1.599745 -0.066146 -0.021013 -0.108434
3500 0.139970 1.666289 -0.076241 -0.021709 -0.115359
3501 0.146404 1.364493 -0.094807 -0.005546 -0.111424
3502 0.162831 1.527034 -0.116947 0.024906 -0.110531
3503 0.151664 1.616180 -0.084229 0.019365 -0.124629
3504 0.154505 1.515082 -0.086831 -0.011149 -0.127311
3505 0.150965 1.487520 -0.083818 -0.024013 -0.123241
3506 0.144314 1.279888 -0.087316 -0.010314 -0.114439
3507 0.141998 1.244528 -0.095094 0.017089 -0.104060
3508 0.137268 1.189741 -0.091843 0.018202 -0.100379
3509 0.145716 1.280940 -0.098691 0.008320 -0.106883
3510 0.147473 1.113089 -0.099686 -0.016844 -0.107365
3511 0.159515 1.295334 -0.121228 -0.007389 -0.103414
3512 0.131147 1.237619 -0.086958 0.009497 -0.097712
3513 0.136221 1.314803 -0.073875 0.028384 -0.110875
3514 0.137950 1.509816 -0.066865 0.014906 -0.119738
3515 0.139253 1.311614 -0.082981 -0.002506 -0.111801
3516 0.144178 1.300499 -0.090844 -0.005020 -0.111846
3517 0.144034 1.337548 -0.102798 0.006091 -0.100703
3518 0.145070 1.394266 -0.083963 0.018106 -0.116909
3519 0.145024 1.212712 -0.087255 0.018100 -0.114415
3520 0.136914 1.235773 -0.079361 0.026650 -0.108337
3521 0.143579 1.247445 -0.091229 0.028657 -0.107102
3522 0.135368 1.132542 -0.083995 0.036735 -0.099599
3523 0.134672 1.326466 -0.084143 0.026561 -0.101739
3524 0.128470 1.332690 -0.072951 0.017222 -0.104337
3525 0.119887 1.401111 -0.058202 0.010747 -0.104258
3526 0.121525 1.521277 -0.051031 0.020642 -0.108343
3527 0.118712 1.606521 -0.055110 0.018143 -0.103568
3528 0.113068 1.505384 -0.050370 0.004649 -0.101122
3529 0.128055 1.319288 -0.069841 0.011327 -0.106733
3530 0.128099 1.270529 -0.067032 0.028579 -0.105354
3531 0.129158 1.260425 -0.061082 0.037236 -0.107538
3532 0.123418 1.262132 -0.040619 0.018161 -0.115118
3533 0.129544 1.387550 -0.047241 0.006510 -0.120447
3534 0.146817 1.230383 -0.062675 0.012606 -0.132167
3535 0.141971 1.120669 -0.075611 0.039057 -0.113637
3536 0.140157 1.301672 -0.064489 0.041286 -0.117391
3537 0.131155 1.356359 -0.033589 0.028063 -0.123636
3538 0.134381 1.138908 -0.041199 0.001483 -0.127902
3539 0.130076 0.953546 -0.044573 0.014869 -0.121292
3540 0.139418 0.927410 -0.057191 0.047235 -0.118048
3541 0.138166 0.920559 -0.052237 0.051206 -0.117214
3542 0.124619 0.915408 -0.040233 0.031148 -0.113759
3543 0.131808 0.961738 -0.037100 0.018238 -0.125157
3544 0.137814 0.921910 -0.049936 0.031277 -0.124582
3545 0.147720 0.855107 -0.065006 0.049391 -0.123110
3546 0.149340 0.870937 -0.056490 0.062416 -0.123352
3547 0.130651 0.705224 -0.032900 0.033566 -0.121904
3548 0.143275 0.830657 -0.050070 0.037023 -0.129035
3549 0.155305 0.835908 -0.059924 0.046718 -0.135448
3550 0.167109 0.819453 -0.065496 0.059623 -0.141706
3551 0.146237 0.774395 -0.046195 0.046613 -0.130685
3552 0.138142 0.786924 -0.045093 0.035391 -0.125687
3553 0.144198 0.818649 -0.055385 0.038030 -0.127590
3554 0.149763 0.803231 -0.055234 0.049612 -0.130065
3555 0.156611 0.726586 -0.045346 0.054029 -0.139827
3556 0.152250 0.658275 -0.049343 0.052596 -0.134086
3557 0.150399 0.710935 -0.048446 0.061063 -0.128625
3558 0.150744 0.782381 -0.059279 0.054128 -0.127593
3559 0.137166 0.710553 -0.033678 0.030781 -0.129356
3560 0.112645 0.703598 -0.010991 0.022828 -0.109759
3561 0.112216 0.677406 -0.036691 0.039136 -0.098562
3562 0.135731 0.708411 -0.046298 0.067382 -0.108347
3563 0.154862 0.698562 -0.059110 0.076334 -0.121084
3564 0.151531 0.560740 -0.063983 0.059306 -0.123897
3565 0.137582 0.570829 -0.059331 0.051690 -0.112857
3566 0.121013 0.548569 -0.053747 0.048031 -0.097204
3567 0.113533 0.570712 -0.053054 0.051650 -0.086066
3568 0.122703 0.496665 -0.050177 0.060492 -0.094229
3569 0.134427 0.482140 -0.047482 0.056996 -0.112105
3570 0.152006 0.523132 -0.074521 0.071780 -0.111355
3571 0.147408 0.468073 -0.067753 0.067357 -0.112258
3572 0.140019 0.495315 -0.048062 0.052611 -0.120530
3573 0.126300 0.576182 -0.045087 0.021042 -0.116086
3574 0.122996 0.565349 -0.050294 0.025461 -0.109318
3575 0.133509 0.510966 -0.052962 0.053714 -0.110156
3576 0.159283 0.431873 -0.083183 0.083439 -0.107190
3577 0.168243 0.580416 -0.097557 0.077441 -0.113099
3578 0.133730 0.667644 -0.040168 0.016707 -0.126456
3579 0.125047 0.749863 -0.015731 -0.006474 -0.123885
3580 0.135609 0.748240 -0.034618 0.028326 -0.128019
3581 0.161513 0.614922 -0.067665 0.073656 -0.126817
3582 0.162491 0.619275 -0.068682 0.065542 -0.131872
3583 0.144709 0.706974 -0.050619 0.028676 -0.132499
3584 0.133799 0.658760 -0.030812 0.012445 -0.129607
3585 0.130599 0.638934 -0.039223 0.035958 -0.119267
3586 0.144625 0.579684 -0.053253 0.056600 -0.121971
3587 0.156021 0.518080 -0.059482 0.068782 -0.126782
3588 0.151219 0.459598 -0.050441 0.056654 -0.130817
3589 0.137961 0.563622 -0.050741 0.037875 -0.122572
3590 0.133759 0.514910 -0.049697 0.029760 -0.120566
3591 0.129223 0.502972 -0.048038 0.031335 -0.115797
3592 0.143849 0.523396 -0.047008 0.037235 -0.130753
3593 0.142488 0.676153 -0.064367 0.045420 -0.118730
3594 0.147046 0.590810 -0.063976 0.048309 -0.123271
3595 0.141316 0.594619 -0.052203 0.042773 -0.124160
3596 0.135027 0.543784 -0.045087 0.034296 -0.122569
3597 0.139570 0.659171 -0.051360 0.034080 -0.125222
3598 0.148586 0.743472 -0.062985 0.029292 -0.131350
3599 0.150285 0.821132 -0.067496 0.033320 -0.130075
3600 0.143829 0.713792 -0.044218 0.036579 -0.131884
3601 0.139400 0.805449 -0.039230 0.036852 -0.128590
3602 0.127611 0.698678 -0.014635 0.018689 -0.125384
3603 0.124219 0.743656 -0.012108 -0.010058 -0.123217
3604 0.118077 1.011715 -0.015626 0.007220 -0.116816
3605 0.114483 1.038684 -0.048833 0.021692 -0.101248
3606 0.108214 1.039781 -0.032837 0.023425 -0.100415
3607 0.108722 0.980943 -0.013189 -0.006559 -0.107719
3608 0.109888 1.035318 -0.008072 -0.007252 -0.109351
3609 0.116645 1.079534 -0.015021 -0.003189 -0.115629
3610 0.112176 0.967013 -0.008926 0.008779 -0.111475
3611 0.109970 0.996850 -0.012756 0.015770 -0.108083
3612 0.085564 1.276452 0.002249 -0.010952 -0.084830
3613 0.076718 1.023899 -0.005711 -0.003553 -0.076423
3614 0.054262 1.127140 -0.009855 0.002140 -0.053317
3615 0.066184 0.835908 -0.009595 0.015146 -0.063709
3616 0.074124 0.721695 -0.000546 0.003648 -0.074032
3617 0.088475 0.859808 0.015036 -0.008046 -0.086816
3618 0.078429 0.715965 0.008982 -0.001227 -0.077903
3619 0.082426 0.777412 0.009250 0.010320 -0.081253
3620 0.082665 0.728275 -0.001996 0.016570 -0.080963
3621 0.086770 0.748965 -0.004671 0.015380 -0.085268
3622 0.067651 0.882121 -0.008200 0.008762 -0.066579
3623 0.073727 0.755025 0.001995 0.000803 -0.073696
3624 0.070242 0.773921 0.015244 -0.004607 -0.068413
3625 0.072004 0.769764 0.008396 -0.004190 -0.071390
3626 0.067976 0.954615 -0.003662 0.008926 -0.067288
3627 0.097169 0.855882 -0.026183 0.027957 -0.089301
3628 0.111578 0.808363 -0.018997 0.022356 -0.107652
3629 0.079277 0.939077 -0.001837 -0.010015 -0.078620
3630 0.052245 1.079696 -0.000189 -0.024205 -0.046300
3631 0.051690 0.743479 -0.008009 0.003701 -0.050931
3632 0.058490 0.773107 -0.012538 0.024794 -0.051469
3633 0.085963 0.586357 -0.020268 0.025190 -0.079652
3634 0.083331 0.708345 -0.009075 0.003579 -0.082758
3635 0.065226 0.754793 -0.015630 0.006942 -0.062944
3636 0.090537 0.719218 -0.041399 0.061667 -0.051771
3637 0.142125 0.793192 -0.067597 0.101163 -0.073459
3638 0.114850 0.971104 -0.035953 0.055635 -0.093822
3639 0.106977 1.348510 -0.003016 -0.015789 -0.105763
3640 0.109815 1.203913 0.038487 -0.058635 -0.084499
3641 0.109260 0.822865 0.065463 -0.057678 -0.065770
3642 0.064847 0.559286 0.030323 -0.000437 -0.057319
3643 0.107532 0.521279 -0.025399 0.070756 -0.076887
3644 0.119112 0.694748 -0.050252 0.064795 -0.086395
3645 0.082664 0.616715 -0.012212 0.016207 -0.080134
3646 0.084048 0.618448 0.018725 -0.029687 -0.076369
3647 0.072841 0.675518 0.012158 -0.010091 -0.071107
3648 0.093517 0.740143 -0.029460 0.049671 -0.073555
3649 0.119062 0.800601 -0.054882 0.075049 -0.074373
3650 0.104972 0.834501 -0.043209 0.054961 -0.078302
3651 0.093379 1.042561 -0.015055 0.012018 -0.091371
3652 0.115550 1.105164 0.020898 -0.031429 -0.109212
3653 0.155922 0.983287 0.085275 -0.054710 -0.118518
3654 0.144631 0.643265 0.074863 -0.027376 -0.120682
3655 0.102819 0.766985 0.004852 0.033575 -0.097061
3656 0.129484 0.875505 -0.056281 0.068811 -0.094147
3657 0.110484 0.806258 -0.050260 0.043518 -0.088244
3658 0.089652 0.708280 0.000550 -0.008993 -0.089198
3659 0.099383 0.630456 0.022192 -0.020208 -0.094743
3660 0.089892 0.809540 0.011902 -0.001264 -0.089092
3661 0.105275 0.674294 -0.001079 0.019049 -0.103532
3662 0.100960 0.821564 -0.000328 0.017728 -0.099391
3663 0.100668 0.664392 0.003675 0.018155 -0.098949
3664 0.095726 0.704278 0.002178 0.015146 -0.094496
3665 0.106309 0.712460 0.000962 0.012747 -0.105537
3666 0.103386 0.746902 -0.009437 0.010763 -0.102390
3667 0.092346 0.856106 -0.001309 0.000948 -0.092332
3668 0.095351 0.688494 0.010004 0.008659 -0.094429
3669 0.091707 0.676425 0.001028 0.013184 -0.090749
3670 0.092163 0.768843 -0.000983 0.017723 -0.090437
3671 0.064220 1.083849 -0.006262 -0.004983 -0.063720
3672 0.052372 0.784899 0.004838 -0.008659 -0.051424
3673 0.056322 0.723219 0.004159 0.003119 -0.056082
3674 0.090555 0.853508 -0.009382 0.018246 -0.088200
3675 0.089217 0.740017 -0.010570 0.006627 -0.088341
3676 0.100768 0.785604 0.006628 -0.010346 -0.100016
3677 0.091587 0.841756 0.008012 -0.016419 -0.089747
3678 0.090534 0.875971 -0.006572 -0.002645 -0.090257
3679 0.098232 0.909671 -0.005650 0.005273 -0.097927
3680 0.070964 0.943785 -0.004910 0.002013 -0.070766
3681 0.092958 0.806080 0.011035 0.003847 -0.092221
3682 0.090288 0.776418 0.005301 0.000375 -0.090132
3683 0.090543 0.802103 0.003882 -0.000702 -0.090457
3684 0.094468 0.681198 -0.002600 0.001833 -0.094414
3685 0.090897 0.847481 -0.000656 0.003226 -0.090837
3686 0.084019 0.751780 -0.001314 0.006050 -0.083790
3687 0.081840 0.706925 0.004149 0.012283 -0.080807
3688 0.103594 0.625204 0.012932 0.003197 -0.102734
3689 0.090400 0.805030 0.008065 -0.013165 -0.089072
3690 0.096483 0.784248 0.010194 -0.014305 -0.094871
3691 0.082182 0.801391 -0.002894 -0.002337 -0.082098
3692 0.089025 0.795685 0.002458 0.008925 -0.088542
3693 0.096473 0.809949 0.001240 -0.010484 -0.095894
3694 0.109010 0.967749 -0.001005 -0.024617 -0.106189
3695 0.095424 0.960732 0.004276 -0.019648 -0.093281
3696 0.081135 0.996343 0.000460 -0.008150 -0.080723
3697 0.086612 0.945532 -0.003440 0.000029 -0.086543
3698 0.083426 0.826306 0.015980 -0.016327 -0.080237
3699 0.106821 0.774671 0.035865 -0.049166 -0.087790
3700 0.088084 0.787754 0.033806 -0.032689 -0.074481
3701 0.086304 1.029489 0.015559 -0.014295 -0.083678
3702 0.085298 1.172287 0.014007 -0.014415 -0.082896
3703 0.078966 1.191517 0.006617 -0.005443 -0.078500
3704 0.074942 1.224437 0.001546 -0.010483 -0.074189
3705 0.091238 1.083986 -0.036912 0.022636 -0.080308
3706 0.117464 0.769867 -0.050283 0.056028 -0.090168
3707 0.082243 0.730869 -0.036307 0.011835 -0.072840
3708 0.075958 0.813971 -0.001469 -0.032651 -0.068567
3709 0.081143 0.565624 0.020714 -0.040423 -0.067239
3710 0.083901 0.728450 0.008900 -0.035427 -0.075532
3711 0.083813 0.833774 -0.011096 -0.010472 -0.082412
3712 0.086106 0.774028 -0.024486 -0.001231 -0.082542
3713 0.076114 0.884670 -0.015756 -0.019105 -0.071973
3714 0.086754 0.833153 -0.001256 -0.039313 -0.077325
3715 0.093966 0.873099 0.001216 -0.040272 -0.084890
3716 0.083959 0.946165 -0.008803 -0.023171 -0.080217
3717 0.078379 0.973166 -0.016764 -0.021107 -0.073599
3718 0.081538 0.639689 -0.000306 -0.021297 -0.078707
3719 0.092192 0.807004 0.012738 -0.038961 -0.082578
3720 0.078027 0.682981 0.010357 -0.034663 -0.069134
3721 0.064298 0.597173 0.014704 -0.025699 -0.057075
3722 0.070088 0.636902 0.013805 -0.030502 -0.061574
3723 0.081396 0.489955 0.007034 -0.022848 -0.077807
3724 0.078936 0.676809 0.007707 -0.028259 -0.073301
3725 0.072339 0.657887 -0.000323 -0.042341 -0.058652
3726 0.073182 0.621239 0.018138 -0.046567 -0.053461
3727 0.071446 0.524096 0.016941 -0.043061 -0.054436
3728 0.081820 0.720094 0.017764 -0.040873 -0.068618
3729 0.089283 0.709410 0.012511 -0.049912 -0.072964
3730 0.087827 0.704955 0.007477 -0.045992 -0.074448
3731 0.079668 0.746423 0.008076 -0.048473 -0.062706
3732 0.077712 0.604765 0.003679 -0.038401 -0.067461
3733 0.087598 0.699131 0.005290 -0.045988 -0.074367
3734 0.096269 0.786291 0.006985 -0.059786 -0.075130
3735 0.083551 0.873389 0.018677 -0.053442 -0.061449
3736 0.067554 0.699660 0.016973 -0.042343 -0.049826
3737 0.068324 0.720076 0.011921 -0.035017 -0.057445
3738 0.088364 0.635523 0.005643 -0.046201 -0.075113
3739 0.097940 0.601985 0.019159 -0.064207 -0.071432
3740 0.086137 0.632311 0.012430 -0.065148 -0.054962
3741 0.079920 0.480052 0.014077 -0.054317 -0.056910
3742 0.083550 0.596745 0.009831 -0.053547 -0.063378
3743 0.097971 0.625152 0.022345 -0.059226 -0.074775
3744 0.093197 0.605519 0.024212 -0.054064 -0.071948
3745 0.088674 0.522030 0.033565 -0.050941 -0.064354
3746 0.089229 0.487491 0.026655 -0.054304 -0.065593
3747 0.096648 0.495774 0.023183 -0.059232 -0.072766
3748 0.101634 0.504355 0.021548 -0.068512 -0.071911
3749 0.100647 0.606435 0.032905 -0.072552 -0.061508
3750 0.087093 0.404432 0.029761 -0.059316 -0.056401
3751 0.095813 0.563570 0.037013 -0.062488 -0.062494
3752 0.096735 0.412529 0.033304 -0.064624 -0.063814
3753 0.090515 0.565899 0.041749 -0.067195 -0.043986
3754 0.079508 0.403184 0.040495 -0.055282 -0.040319
3755 0.087517 0.405955 0.042682 -0.061595 -0.045204
3756 0.098275 0.466747 0.037449 -0.067179 -0.061176
3757 0.110441 0.537443 0.037141 -0.078019 -0.068781
3758 0.096521 0.593748 0.028699 -0.070447 -0.059413
3759 0.085245 0.619049 0.025324 -0.060082 -0.054914
3760 0.095954 0.647813 0.038782 -0.064311 -0.059726
3761 0.122416 0.521978 0.032798 -0.078744 -0.087803
3762 0.118501 0.728804 0.030212 -0.074681 -0.086905
3763 0.105393 0.678447 0.040431 -0.080015 -0.055413
3764 0.097933 0.625054 0.030820 -0.075218 -0.054618
3765 0.115986 0.741529 0.042122 -0.080676 -0.071903
3766 0.118235 0.782716 0.027417 -0.078261 -0.084279
3767 0.109959 0.762823 0.032270 -0.066895 -0.081084
3768 0.108089 0.651377 0.045819 -0.068517 -0.069922
3769 0.113864 0.503124 0.033466 -0.071334 -0.082197
3770 0.122027 0.569423 0.030988 -0.072447 -0.093175
3771 0.113999 0.804880 0.036179 -0.079088 -0.073701
3772 0.089861 0.657444 0.038284 -0.068965 -0.043049
3773 0.088691 0.695613 0.047284 -0.068294 -0.031085
3774 0.094207 0.527141 0.030816 -0.063416 -0.062481
3775 0.122374 0.641526 0.033490 -0.079851 -0.086474
3776 0.116710 0.802181 0.034477 -0.089095 -0.067041
3777 0.075980 0.697365 0.019308 -0.054418 -0.049384
3778 0.086378 0.627914 0.019699 -0.034110 -0.076874
3779 0.104555 0.720780 0.018935 -0.069058 -0.076186
3780 0.135003 0.696468 0.032639 -0.105165 -0.078107
3781 0.113463 0.781352 0.018314 -0.088800 -0.068213
3782 0.111712 0.885895 0.008426 -0.051277 -0.098890
3783 0.098598 1.103490 0.013442 -0.064102 -0.073700
3784 0.116461 1.189424 0.026113 -0.113385 -0.005011
3785 0.109464 0.733590 0.033023 -0.100310 -0.028807
3786 0.097813 0.728346 0.017489 -0.067227 -0.068862
3787 0.101976 0.709341 0.031186 -0.065480 -0.071687
3788 0.089615 0.626201 0.030230 -0.082013 -0.019770
3789 0.112243 0.743393 0.032516 -0.097263 -0.045620
3790 0.139291 0.993764 0.042711 -0.103412 -0.082969
3791 0.137625 1.025930 0.024916 -0.094925 -0.096484
3792 0.120403 0.799726 0.029910 -0.074047 -0.090107
3793 0.104237 0.832234 0.010547 -0.072859 -0.073795
3794 0.131519 0.848225 0.039833 -0.085916 -0.091263
3795 0.139834 0.662161 0.025742 -0.094314 -0.099979
3796 0.122380 0.728289 0.033723 -0.082409 -0.083954
3797 0.118262 0.751485 0.032338 -0.087058 -0.073220
3798 0.127431 0.675928 0.030418 -0.095895 -0.078214
3799 0.142426 1.251102 0.044412 -0.123304 -0.055758
3800 0.125079 1.073027 0.025277 -0.100923 -0.069430
3801 0.110232 0.778355 0.016456 -0.067304 -0.085735
3802 0.110252 0.696450 0.026344 -0.070484 -0.080581
3803 0.144188 0.759558 0.043088 -0.134071 -0.030961
3804 0.164160 0.819326 0.060372 -0.143122 -0.053102
3805 0.154672 0.866659 0.015326 -0.099661 -0.117287
3806 0.148083 1.040637 0.025618 -0.072959 -0.126290
3807 0.133225 0.728854 0.021299 -0.089075 -0.096752
3808 0.125092 0.810925 0.034037 -0.104850 -0.059127
3809 0.120195 0.791754 0.037521 -0.101413 -0.052483
3810 0.124867 0.739384 0.029991 -0.096377 -0.073511
3811 0.145622 0.893374 0.037728 -0.087127 -0.110413
3812 0.131482 0.829203 0.029129 -0.097010 -0.083834
3813 0.124515 0.752368 0.046659 -0.096960 -0.062655
3814 0.125148 0.611444 0.043723 -0.104149 -0.053881
3815 0.123188 0.621433 0.040943 -0.089336 -0.074283
3816 0.130282 0.712505 0.035854 -0.101120 -0.073910
3817 0.138148 0.631868 0.033303 -0.090732 -0.098709
3818 0.108899 0.714110 0.023081 -0.086620 -0.061834
3819 0.097600 0.742666 0.019861 -0.078606 -0.054337
3820 0.096734 1.189188 -0.001853 -0.056997 -0.078137
3821 0.104035 1.628442 -0.028499 -0.037307 -0.092840
3822 0.114380 2.234779 -0.027924 -0.062930 -0.091339
3823 0.138270 2.346127 0.051545 -0.106715 -0.071230
3824 0.198638 2.375940 0.083294 -0.153244 -0.095054
3825 0.170456 1.985289 0.069511 -0.125572 -0.091952
3826 0.146807 2.002326 0.048572 -0.110309 -0.083816
3827 0.128895 1.726463 0.031701 -0.095454 -0.080607
3828 0.125248 1.693033 0.043908 -0.081155 -0.084693
3829 0.140173 1.698177 0.050311 -0.085881 -0.098700
3830 0.143604 1.711188 0.033868 -0.096876 -0.100450
3831 0.141198 1.731423 0.040086 -0.103457 -0.087331
3832 0.125546 1.698594 0.052251 -0.086780 -0.074168
3833 0.112595 1.747150 0.040909 -0.075218 -0.073118
3834 0.120959 1.729628 0.033322 -0.080966 -0.083458
3835 0.159212 1.641272 0.084326 -0.098199 -0.092707
3836 0.145275 1.634967 0.070188 -0.086668 -0.093097
3837 0.105138 1.479749 0.038008 -0.056989 -0.079760
3838 0.097785 1.250580 0.052255 -0.056224 -0.060581
3839 0.168904 0.934042 0.131817 -0.071853 -0.077396
3840 0.180175 0.793769 0.145869 -0.070086 -0.079202
3841 0.125366 0.723142 0.071791 -0.060252 -0.083261
3842 0.103398 0.745991 0.012901 -0.057261 -0.085123
3843 0.112286 0.697533 0.028966 -0.064055 -0.087557
3844 0.128285 0.703264 0.063143 -0.081143 -0.076719
3845 0.128705 0.674136 0.072023 -0.081188 -0.069183
3846 0.115420 0.608264 0.051766 -0.069663 -0.076087
3847 0.119991 0.468461 0.051582 -0.057159 -0.092033
3848 0.123838 0.504484 0.055356 -0.057844 -0.094476
3849 0.117881 0.624449 0.052555 -0.074073 -0.075148
3850 0.128062 0.762732 0.065971 -0.071280 -0.083468
3851 0.140992 0.742896 0.060069 -0.078941 -0.100193
3852 0.170622 0.766931 0.104021 -0.082529 -0.107146
3853 0.115561 1.798648 0.062738 -0.089812 -0.036769
3854 0.079581 2.156438 -0.036171 -0.061949 0.034453
3855 0.074794 0.724341 0.012041 -0.028154 -0.068239
3856 0.259135 1.667145 0.126890 -0.020621 -0.225000
3857 0.467431 3.784617 0.189296 -0.016001 -0.427086
3858 0.287289 3.100305 0.093520 -0.085360 -0.257881
3859 0.101499 1.852694 0.009396 -0.096412 0.030305
3860 0.230964 1.097928 -0.066004 -0.026323 0.219761
3861 0.156496 5.592501 -0.107159 -0.062497 0.095404
